Date	Fri, May 06, 2022	Time	4:20 AM	From File Path		Vch Filter	5 Hz	Ich Filter	5 Hz	I/E Stability	Medium Fast	CA Speed	Medium	DC Offset	0.400	Initial	0.050	Final	0.900	Scan Rate	0.020	Cycles	3	Waveform Rate (Hz)	100			Volts	Amps	0.185258	3.277085
0.191857	3.277085
0.198645	3.277085
0.205711	3.277085
0.213195	3.277085
0.221266	3.277085
0.229839	3.277085
0.239052	3.277085
0.249068	3.277085
0.259703	3.277085
0.271241	3.277085
0.283615	3.277085
0.297126	3.277085
0.311673	3.277085
0.327415	3.277085
0.343325	3.277085
0.357965	3.177495
0.370641	2.827689
0.381007	2.435192
0.389001	2.038332
0.394920	1.664261
0.399145	1.330159
0.401701	1.044515
0.403140	0.809955
0.403818	0.624254
0.403838	0.482507
0.403513	0.378348
0.402886	0.304810
0.402311	0.255203
0.401656	0.223525
0.401059	0.204650
0.400576	0.194311
0.400146	0.189254
0.399795	0.187028
0.399552	0.186017
0.399436	0.185101
0.399386	0.183724
0.399343	0.181519
0.399336	0.178535
0.399334	0.174728
0.399372	0.170306
0.399393	0.165435
0.399413	0.160326
0.399430	0.155080
0.399457	0.149908
0.399464	0.144817
0.399473	0.139934
0.399492	0.135200
0.399499	0.131019
0.399502	0.127115
0.399495	0.123440
0.399507	0.120018
0.399526	0.116907
0.399513	0.114019
0.399511	0.111197
0.399520	0.108625
0.399521	0.106170
0.399511	0.103802
0.399514	0.101506
0.399523	0.099363
0.399550	0.097271
0.399517	0.095360
0.399520	0.093555
0.399520	0.091819
0.399530	0.090183
0.399536	0.088641
0.399535	0.087155
0.399544	0.085689
0.399528	0.084289
0.399580	0.082992
0.399551	0.081723
0.399559	0.080426
0.399575	0.079156
0.399561	0.077951
0.399567	0.076902
0.399572	0.075853
0.399562	0.074753
0.399569	0.073723
0.399571	0.072697
0.399573	0.071709
0.399577	0.070696
0.399603	0.069754
0.399591	0.068848
0.399598	0.068001
0.399592	0.067070
0.399583	0.066239
0.399599	0.065493
0.399599	0.064768
0.399606	0.064025
0.399611	0.063282
0.399620	0.062602
0.399622	0.061876
0.399608	0.061211
0.399608	0.060542
0.399606	0.059901
0.399620	0.059223
0.399614	0.058537
0.399638	0.057917
0.399615	0.057362
0.399621	0.056832
0.399652	0.056257
0.399640	0.055758
0.399616	0.055263
0.399610	0.054782
0.399638	0.054294
0.399647	0.053768
0.399658	0.053331
0.399661	0.052823
0.399612	0.052341
0.399634	0.051975
0.399652	0.051567
0.399670	0.051160
0.399647	0.050689
0.399645	0.050228
0.399643	0.049781
0.399660	0.049399
0.399648	0.048989
0.399651	0.048667
0.399660	0.048270
0.399661	0.047930
0.399653	0.047551
0.399665	0.047244
0.399647	0.046877
0.399655	0.046505
0.399652	0.046080
0.399663	0.045832
0.399657	0.045616
0.399655	0.045353
0.399650	0.045069
0.399669	0.044800
0.399638	0.044468
0.399665	0.044091
0.399653	0.043811
0.399652	0.043485
0.399662	0.043183
0.399681	0.042831
0.399657	0.042503
0.399675	0.042196
0.399675	0.041785
0.399672	0.041539
0.399655	0.041295
0.399661	0.041117
0.399656	0.040880
0.399684	0.040635
0.399682	0.040439
0.399650	0.040194
0.399678	0.039938
0.399678	0.039679
0.399655	0.039347
0.399683	0.039116
0.399698	0.038877
0.399687	0.038611
0.399688	0.038352
0.399662	0.038129
0.399711	0.037782
0.399685	0.037615
0.399681	0.037232
0.399669	0.037003
0.399689	0.036849
0.399701	0.036577
0.399687	0.036380
0.399700	0.036109
0.399676	0.035934
0.399695	0.035697
0.399675	0.035432
0.399690	0.035200
0.399708	0.034959
0.399701	0.034703
0.399685	0.034477
0.399699	0.034301
0.399669	0.033952
0.399686	0.033779
0.399698	0.033644
0.399711	0.033379
0.399691	0.033270
0.399683	0.032989
0.399684	0.032895
0.399681	0.032816
0.399698	0.032627
0.399691	0.032465
0.399686	0.032248
0.399675	0.032107
0.399701	0.031988
0.399694	0.031827
0.399678	0.031525
0.399670	0.031544
0.399698	0.031512
0.399682	0.031450
0.399712	0.031391
0.399675	0.031298
0.399696	0.031217
0.399690	0.030983
0.399704	0.030838
0.399717	0.030663
0.399697	0.030540
0.399706	0.030350
0.399699	0.030167
0.399688	0.030033
0.399699	0.029794
0.399712	0.029719
0.399703	0.029646
0.399684	0.029605
0.399682	0.029502
0.399703	0.029445
0.399693	0.029361
0.399697	0.029318
0.399692	0.029284
0.399697	0.029303
0.399669	0.029320
0.399713	0.029325
0.399693	0.029322
0.399709	0.029334
0.399694	0.029349
0.399682	0.029359
0.399702	0.029308
0.399691	0.029308
0.399681	0.029308
0.399709	0.029338
0.399688	0.029359
0.399691	0.029364
0.399716	0.029371
0.399701	0.029398
0.399702	0.029454
0.399669	0.029423
0.399715	0.029443
0.399676	0.029435
0.399703	0.029408
0.399702	0.029378
0.399690	0.029380
0.399704	0.029342
0.399708	0.029308
0.399680	0.029255
0.399691	0.029216
0.399675	0.029168
0.399688	0.029112
0.399699	0.029070
0.399712	0.029048
0.399710	0.029034
0.399705	0.029004
0.399695	0.028999
0.399696	0.028928
0.399726	0.028948
0.399700	0.028943
0.399705	0.028946
0.399701	0.028855
0.399694	0.028795
0.399694	0.028774
0.399711	0.028742
0.399703	0.028653
0.399701	0.028539
0.399712	0.028493
0.399716	0.028370
0.399675	0.028261
0.399698	0.028138
0.399686	0.028058
0.399700	0.027930
0.399689	0.027790
0.399693	0.027684
0.399697	0.027533
0.399719	0.027446
0.399693	0.027384
0.399688	0.027279
0.399694	0.027079
0.399722	0.027017
0.399717	0.026972
0.399724	0.026888
0.399703	0.026750
0.399695	0.026589
0.399692	0.026454
0.399708	0.026346
0.399692	0.026199
0.399725	0.026099
0.399687	0.025971
0.399714	0.025750
0.399728	0.025599
0.399733	0.025522
0.399691	0.025456
0.399696	0.025356
0.399727	0.025292
0.399703	0.025104
0.399730	0.024950
0.399725	0.024813
0.399718	0.024591
0.399715	0.024406
0.399702	0.024221
0.399694	0.024088
0.399725	0.023965
0.399723	0.023866
0.399719	0.023825
0.399718	0.023795
0.399716	0.023763
0.399723	0.023732
0.399725	0.023697
0.399730	0.023640
0.399717	0.023428
0.399731	0.023393
0.399698	0.023373
0.399702	0.023370
0.399725	0.023387
0.399714	0.023331
0.399721	0.023334
0.399721	0.023315
0.399711	0.023250
0.399736	0.023246
0.399709	0.023230
0.399712	0.023230
0.399736	0.023210
0.399729	0.023199
0.399720	0.023211
0.399742	0.023227
0.399719	0.023263
0.399694	0.023314
0.399730	0.023359
0.399685	0.023391
0.399724	0.023411
0.399714	0.023438
0.399692	0.023429
0.399704	0.023323
0.399720	0.023495
0.399681	0.023563
0.399731	0.023710
0.399700	0.023824
0.399730	0.023975
0.399722	0.024104
0.399752	0.024191
0.399724	0.024316
0.399717	0.024385
0.399718	0.024456
0.399730	0.024476
0.399734	0.024479
0.399741	0.024517
0.399720	0.024534
0.399741	0.024589
0.399728	0.024604
0.399703	0.024631
0.399715	0.024721
0.399740	0.024752
0.399716	0.024796
0.399736	0.024826
0.399730	0.024840
0.399740	0.024875
0.399706	0.024915
0.399702	0.024964
0.399742	0.025032
0.399715	0.025116
0.399720	0.025167
0.399712	0.025165
0.399695	0.025171
0.399701	0.025067
0.399712	0.024974
0.399728	0.025016
0.399738	0.025067
0.399714	0.025078
0.399709	0.025079
0.399723	0.025060
0.399739	0.025017
0.399712	0.025010
0.399745	0.025006
0.399725	0.024967
0.399725	0.024980
0.399702	0.024995
0.399714	0.025009
0.399732	0.025044
0.399734	0.025031
0.399723	0.025020
0.399714	0.024971
0.399743	0.024967
0.399745	0.024961
0.399720	0.024958
0.399725	0.024957
0.399735	0.024928
0.399721	0.024875
0.399711	0.024859
0.399699	0.024821
0.399720	0.024766
0.399720	0.024665
0.399738	0.024598
0.399715	0.024511
0.399730	0.024501
0.399700	0.024356
0.399731	0.024378
0.399706	0.024373
0.399710	0.024353
0.399701	0.024266
0.399714	0.024183
0.399738	0.024092
0.399720	0.023934
